type,cities_count,id,name,slug,parent
4,,4597,بوتان گاز,butan-gaz,6
4,,2114,بوجایه,bojaye,746
4,,1559,بوزان,buzan,4
2,,2957,بوژگان,bozhgan,880
4,,1896,بوسار,bousaar,12
2,,3900,بوستان,bostan,887
4,,1590,بوستان آینه خانه,boostan-ayene-khane,4
4,,3238,بوستان باغ ملی,bustan-baq-melli,1776
4,,4128,بوستان بعثت (باغ آذری),bostan-besat-bagh-azari,1
4,,4319,بوستان جنگلی لویزان,bustan-jangali-lavizan,1
4,,2679,بوستان جوان,bustan-javan,8
4,,4169,بوستان چیتگر,bostan-chitgar,1
4,,2447,بوستان حافظ,bostan-hafez,1744
4,,2682,بوستان خلیج فارس,bustan-khalij-e-fars,8
4,,2491,بوستان خلیج فارس,bostan-khalij-fars,1745
4,,1511,بوستان زاینده رود,bostan-zayandeh-rud,4
4,,946,بوستان سرخه حصار,sorkhe-hesar,1
4,,103,بوستان شیان,shian,1
4,,2665,بوستان علوی,bostan-alavi,8
4,,2405,بوستان کوهستانی صفه,bostan-kuhestani-soffe,4
4,,1540,بوستان ناژوان,bostan-najvan,4
4,,3305,بوستان وحدت,bostan-vahdat,791
4,,4164,بوستان ولایت,bostan-velayat,1
2,,3627,بوشکان,bushkan,900
2,,25,بوشهر,bushehr,900
2,,765,بوکان,bukan,881
2,,3592,بولی,buli,888
2,,1768,بومهن,bumehen,904
2,,3981,بوموسی,jazireh-boumousi,894
2,,3720,بیارجمند,biyarjamand,882
4,,2671,بیانی,bayani,8
4,,3239,بی بی حسنیه,bibi-hasniyeh,1776
4,,2083,بی بی حوریه,bibi-hurieh,708
4,,4227,بی‌بی شهر بانو,bibi-shahr-banoo,1763
2,,868,بیجار,bijar,885
4,,2194,بیجارپس,bijarpas,12
4,,376,بیدآباد,bidabad,4
4,,2855,بید زرد,bid-zard,6
2,,2708,بیدشهر,bidshahr,898
2,,3921,بیرانوند,beyranvand,884
2,,34,بیرجند,birjand,876
2,,3733,بیرک,birk,883
2,,2713,بیرم,beyram,898
4,,4572,بیزکی,bizaki,1773
4,,2835,بیست متری بیمارستان,bist-metri-bimarestan,1788
4,,3442,بیست متری شهدا,bist-metri-shohada,7
4,,3411,بیست متری شهرداری,bist-metri-shahrdari,7
4,,3296,بیست متری منبع آب,bist-metri-manbae-ab,791
4,,2659,بیست متری ولیعصر,bist-metri-vali-asr,8
2,,1801,بیستون,bisotun,905
4,,1015,بیسیم,bisim,1
4,,4389,بیسیم,bisim-karaj,2
2,,2714,بیضا,beyza,898
2,,3967,بیکاه,bikah,894
4,,4445,بیلقان,beylaghan,2
2,,3571,بیله سوار,bileh-savar,906
2,,3876,بیلوار,biluvar,905
4,,4594,بیمارستان اعصاب و روان محرری,bimarestan-asab-va-ravan-mehrari,6
4,,2407,بیمارستان خانواده,bimarestan-khanevade,4
4,,3259,بیمارستان رازی,bimarestan-razi,1776
4,,3326,بیمارستان عطار نیشابوری,bimarestan-attar-nishaburi,318
4,,4592,بیمارستان غدیر,bimarestan-ghadir,6
4,,3217,بیهق شرقی,beyhaq-sharghi,316
2,,2958,پائین جام,paeen-jam,880
4,,3044,پائین ولایت,paayin-velaayat,1776
4,,2254,پاپک,papak,30
2,,3915,پاپی,papi,884
2,,3894,پاتاوه,pataveh,887
4,,206,پاتریس لومومبا,baqerkhan,1
4,,325,پادادشهر,padadshahr,7
4,,2542,پادگان,padegan,31
4,,4143,پادگان امام حسین,padgan-emam-hossein,1
4,,4585,پادگان بعثت,padgan-besat,6
4,,3086,پادگان شهید برونسی,padgan-shahid-borounsi,3
4,,2523,پادگان عاشورا,padgan-aashuraa,31
4,,4587,پادگان نیروی هوایی بعثت,padgan-nirooye-havaii-besat,6
4,,2856,پادگان ولیعصر,padegan-valiasr,6
2,,2218,پادنا,paadnaa,890
2,,2219,پادنا علیا,paadnaa-olyaa,890
4,,4104,پارچین,parchin,1760
2,,771,پارس‌آباد,parsabad,906
4,,4280,پارس سرام,pars-seram,1761
2,,3952,پارسیان,parsian,894
4,,552,پارک آزادی,azadisq,6
4,,2372,پارک ایثارگران,park-isargaraan,4
4,,2477,پارک بانک استان,park-bank-ostan,1744
4,,3244,پارک پرستار,park-parastar,1776
4,,4285,پارک جنگلی,park-jangali-gharchak,1761
4,,3302,پارک جنگلی,park-jangali,791
4,,1502,پارک خبرنگار,gabr-abad,4
4,,2413,پارک سلمان فارسی,park-salman-farsi,4
4,,1913,پارک شهر,park-e-shahr,12
4,,4186,پارک شهر,park-shahr,1
4,,4384,پارک علم و فناوری البرز,park-elm-va-fanavari-alborz,2
4,,3243,پارک کاشانی,park-kashani,1776
4,,3085,پارک کوهستان,park-koohestan,3
4,,2498,پارک کوهستان,park-kuhestan,1745
4,,1381,پارک کوهستانی بوستان,saadiyeh,6
4,,2356,پارک لاله,park-laaleh,30
4,,392,پارک مشتاق,park-moshtagh,4
4,,3324,پارک منابع طبیعی,park-manabe-tabie,318
4,,1923,پاره بیجار,mofateh,12
2,,3734,پارود,parud,883
2,,3822,پاریز,pariz,877
2,,2711,پاسارگاد,pasargad,898
4,,3111,پاستور,pastor,318
4,,2176,پاستوریزه,pasturizeh,12
4,,3464,پاستوریزه,pasturize,7
4,,2676,پاسدار,pasdar,8
4,,3180,پاسداران,pasdaran-sabzevar,316
4,,2043,پاسداران,pasdaran-bandar-e-anzali,708
4,,2433,پاسداران,pasdaran-shahin-shahr,1744
4,,67,پاسداران,pasdaran,1
4,,3283,پاسداران,pasdaran-torbat-jam,791
4,,2282,پاقپان,paqapan,30
2,,1760,پاکدشت,pakdasht-city,904
4,,4300,پاکدشت (مامازند),pakdasht-mamazand,1760
4,,3195,پامنار,pamenar-sabzevar,316
4,,2339,پامنار,pamnaar,30
4,,280,پامنار,pamenar,1
4,,2593,پامنار,pamenar-qom,8
4,,2335,پا نخل,paa-nakhl,30
4,,511,پانصد دستگاه ارتش,rahmatblvd,6
2,,3880,پاوه,paveh,905
4,,2313,پایانه مسافربری,payane-mosaferbari,30
4,,3260,پایانه مسافربری تربت حیدریه,payane-mosaferbari-torbat-heydariye,1776
4,,4605,پایانه مسافربری سعدی,payaneh-mosaferbari-saadi,6
4,,3103,پایگاه شکاری,paygah-shekari,3
4,,3068,پایین خیابان,payin-khiaban,3
2,,1965,پایین هولار,paeen-holar,893
4,,3482,پدافند,padafand,7
4,,1588,پرتمان,partman,4
4,,2117,پردسر,pardesar,746
4,,2050,پردیس,pardis-bandar-e-anzali,708
2,,1767,پردیس,pardis-city,904
4,,3084,پردیس,mojtame-pardis,3
4,,329,پردیس,pardis-ahvaz,7
4,,600,پردیسان,pardisan-ghom,8
4,,138,پردیسان,shahrak-e-jandarmeri,1
4,,3458,پردیس دو,pardis-2,7
4,,965,پرستار,parastar,1
4,,2041,پرستار,parastar-bandar-e-anzali,708
4,,3381,پرکندآباد,parkandabad,3
2,,1766,پرند,parand-city,904
4,,4213,پرندک,parandak,1765
4,,4096,پرنیان,parnian,1764
2,,1841,پره‌سر,pareh-sar,889
4,,922,پرواز,parvaz,1
4,,2391,پروین,parvin,4
4,,1228,پروین اعتصامی,parvin-etesami,3
4,,1509,پزوه,pozveh,4
4,,2145,پستک,postak,12
2,,3735,پسکوه,pasakuh,883
4,,2197,پسیخان,pasikhan,12
4,,2606,پشت انبار نفت,posht-anbaar-naft,8
4,,2823,پشت سایپا‎,posht-saipa,1788
4,,2270,پشت شهربانی,posht-shahrbani,30
2,,3736,پشتکوه (سیستان و بلوچستان),poshtkuh-city,883
2,,2712,پشتکوه (فارس),poshtkuh,898
4,,1306,پشم شیشه,hoveyzeh,6
2,,3737,پلان,pelan,883
4,,1883,پل تالشان,pol-taleshan,12
2,,1817,پلدختر,pol-dokhtar,884
2,,3537,پلدشت,poldasht,881
2,,1702,پل سفید,polsefid,893
4,,2381,پل شریعتی,pol-shariati,4
4,,1914,پل عراق,pol-e-aragh,12
2,,4343,پلنگ آباد,palangabad,895
4,,1188,پنجتن,kuy-e-panj-tan,3
4,,3135,پنجراه,panjrah,318
4,,1334,پودنک,pdonak,6
4,,1936,پورسینا,rasht-poursina,12
4,,1197,پورسینا,poursina,3
4,,1452,پوریای ولی,puriya-ye-vali,4
2,,1997,پول,pool,893
4,,82,پونک,poonak,1
4,,4281,پویینک,puinank,1761
4,,3183,پیام,payam,316
2,,3738,پیپ,pip,883
2,,766,پیرانشهر,piranshahr,881
2,,2011,پیربازار,pirbazar,889
2,,2220,پیر بکران,pir-bakraan,890
4,,1909,پیرسرا,pirsaraa,12
2,,3985,پیر سلیمان,pir-solayman,899
2,,3739,پیر سهراب,pir-sohrab,883
4,,1877,پیرکلاچای,pir-kola-chay,12
4,,3199,پیروزی,piroozi-sabzevar,316
4,,292,پیروزی,pirouzi,1
4,,1091,پیشاهنگی,pishahangi,2
2,,3988,پیشخور,pishkhor,899
4,,3242,پیشکوه,pishkuh,1776
2,,781,پیشوا,pishva,904
2,,3740,پیشین,pishin,883
4,,4211,پیغمبر,payghambar,1765
4,,4134,پیکان شهر,peykan-shahr,1
4,,2054,پیل علی باغ,pil-ali-bagh,708
4,,2163,پیله داربن,pile-darbon,12
4,,1514,پینارت,pinart,4
2,,2008,تاتار علیا,tatar-olya,897
4,,512,تاچارا,tachara,6
4,,1885,تازه آباد,shohada,12
2,,811,تاکستان,takestan,878
4,,966,تاکسیرانی,taxirani,1
2,,3388,تالارپی,talarpey,893
2,,829,تالش,talesh,889
4,,2032,تالش,taalesh,829
4,,2826,تامین اجتماعی‎,tamin-ejtemaei,1788
2,,1729,تایباد,taybad,880
4,,3373,تبادکان,tabadakan,3
4,,1254,تپه تلویزیون,tappeh-telviziyoun,6
4,,3275,تپه ننه حجی,tappe-nane-haji,1776
4,,61,تجریش,tajrish,1
4,,1361,تحویلی,tahavoli,6
2,,1822,تخت,takht,894
4,,2819,تخت جمشید,takht-jamshid,1788
2,,3548,تخت سلیمان,takht-e-solayman,881
4,,1500,تخت فولاد,takht-foulad,4
4,,2088,تختی,takhti-bandar-e-anzali,708
4,,236,تختی,shahrak-e-takhti,1
4,,3148,تختی,takhti-nishabur,318
4,,1901,تختی,takhti,12
2,,791,تربت جام,torbat-jam,880
2,,1776,تربت‌حیدریه,torbat-heydariyeh,880
4,,481,تربت حیدریه,torbatheydarieh,3
4,,2079,تربه گوده,torbeh-gudeh,708
4,,1132,تربیت (صدف),sadaf,3
4,,4084,ترشنبه,tarshanbeh,29
4,,2338,ترک آباد,torkaabaad,30
2,,3531,ترکمانچای,torkamanchay,891
4,,3309,ترکمن ها,torkaman-ha,791
4,,2188,ترمینال,terminal,12
4,,3263,ترمینال,terminal-torbat-heydariyeh,1776
4,,3098,ترمینال,terminal-mashhad,3
4,,1411,ترمینال باربری,barbari-terminal,6
4,,4333,ترمینال جنوب,terminal-jonub,1
4,,4311,ترمینال غرب,terminal-gharb,1
4,,4416,ترمینال کلانتری,terminal-kalanteri,2
4,,3156,تریا پارک,teria-park,318
4,,956,تسلیحات,taslihat,1
2,,3502,تسوج,tasooj,891
4,,4233,تصفیه خانه,tasfiye-khane,1763
4,,2414,تصفیه خانه فاضلاب,tasfie-khaneh-fazelab,4
4,,2660,تعویض پلاک,taaviz-pelak,8
2,,1831,تفت,taft,886
2,,3741,تفتان,taftan,883
2,,3932,تفرش,tafresh,901
4,,4225,تقی آباد,taghi-abad,1763
2,,3538,تکاب,takab,881
4,,2629,تکیه آقا سید حسنی,tekye-agha-seyyed-hasani,8
4,,1385,تل حسین‌آباد,tal-e-hosseinabad,6
4,,4596,تلخ داش,talkh-dash,6
4,,1194,تلگرد,telgerd,3
2,,3742,تلنگ,talang,883
2,,4029,تلو,talu,904
2,,3980,تنب بزرگ,jazireh-tonb-bozorg,894
2,,3979,تنب کوچک,jazireh-tonb-koochak,894
4,,1356,تندگویان,tondgooyan,6
2,,833,تنکابن,tonekabon,893
2,,1739,تنکمان,tankaman,895
4,,2064,تهران,tehran-bandar-e-anzali,708
4,,4175,تهرانپارس جنوبی,tehran-pars,1
4,,109,تهرانپارس شرقی,east-tehranpars,1
4,,108,تهرانپارس غربی,west-tehranpars,1
4,,4530,تهران دشت,tehran-dasht,1754
4,,178,تهرانسر شرقی,tehransar,1
4,,4148,تهرانسر شمالی,tehransar-shomali,1
4,,4177,تهرانسر غربی,tehransar-gharbi,1
4,,4178,تهرانسر مرکزی,tehransar-markazi,1
4,,123,تهران‌نو,tehran-no,1
4,,201,تهران‌ویلا,tehranvila,1
4,,2406,توپخانه ارتش,tophkhaneh-artesh,4
2,,1855,توتکابن,toutkabon,889
4,,203,توحید,tohid,1
4,,3359,توحیدشهر,tohidshahr,316
4,,642,توس (بلوار توس),bolvartoos,3
4,,3070,توس فردوسی,toos-ferdowsi,3
4,,1881,توشیبا,toushiba,12
2,,3968,توکهور,tookehur,894
2,,2007,تولم شهر,tulam-shahr,889
4,,916,تولید دارو,tolid-daroo,1
4,,2611,تولید دارو و یخچال,tolid-daruu-va-yakhchaal,8
2,,866,تویسرکان,tuyserkan,899
4,,3300,تیپ ۳۸ زرهی تربت جام,tip-38-zerehi-torbat-jam,791
4,,3162,تیپ زرهی ۲۱  امام رضا (ع),tip-zerehi-21-emam-reza,318
2,,2204,تیران,tiraan,890
4,,402,تیران,tiran,4
2,,3529,تیکمه داش,tikmeh-dash,891
2,,3743,تیمور آباد,timur-abad,883
4,,4533,ثابتی,sabeti,1751
4,,1185,ثامن,samen,3
4,,2840,ثبت احوال,sabt-ahval,1788
2,,3866,ثلاث باباجانی,salas-babajani,905
2,,3577,ثمرین,samareen,906
4,,1577,جابر انصاری,jaber-ansari,4
4,,971,جابری,jaberi,1
2,,3919,جاپلق,chapalq,884
2,,3694,جاجرم,jajarm,896
2,,4038,جاجرود,jajrud,904
4,,2680,جاده معدن,jade-madan,8
2,,3840,جازموریان,jazmourian,877
2,,3973,جاسک,jask,894
2,,3744,جالق,jaluq,883
4,,3042,جامرود,jamrud,791
4,,2545,جامی,jami-najaf-abad,31
4,,2397,جامی,jami,4
4,,3314,جامی,jami-torbat-jam,791
4,,497,جانباز,janbaz,3
4,,1289,جانبازان,janbazan,6
4,,2138,جانبازان,janbazan-rasht,12
4,,3278,جانبازان,janbazan-torbat-heydariyeh,1776
4,,3488,جانبازان,janbazan-ahvaz,7
4,,1127,جاهد شهر,jahedshahr,3
4,,1549,جاوان,javan,4
4,,1550,جاوان بالا,javan-e-bala,4
2,,3856,جبالبارز,jebalbarez,877
4,,86,جردن,jordan,1
4,,2857,جرسقان,jarasghan,6
2,,2205,جرقویه,jarghuye,890
2,,3682,جرگلان,jargalan,896
2,,2701,جره و بالاده,jare-va-baladeh,898
2,,3613,جزمان,jazman,888
2,,3745,جزنیک,jaznik,883
4,,2069,جزیره,jazireh,708
2,,2570,جعفرآباد,jafarabad,892
4,,2527,جعفرآباد,jafarabaad,31
4,,4454,جعفرآباد,jafarabad-mohammadshahr,1752
4,,4325,جعفر آباد اخوان,jafar-abad-akhavan,1762
2,,2959,جغتای,joghatai,880
2,,3966,جغین,joghin,894
4,,4618,جفرود پایین,jafrud-e-payin,708
4,,2522,جلال آباد,jalaal-abaad,31
4,,1578,جلالیه,golmohammadi,4
4,,451,جلالیه,mosalla,3
4,,394,جلفا,jolfa,4
2,,3506,جلفا,jolfa-city,891
2,,3746,جلگه چاه هاشم,jolge-chah-hashem,883
2,,2960,جلگه رخ,jolge-rokh,880
2,,3011,جلگه زوزن,jolgeh-zoozan,880
2,,3685,جلگه شوقان,jolgeh-shoqan,896
2,,3676,جلگه ماژان,jolgeh-majan,876
4,,3043,جلگه موسی آباد,jolgeh-musa-abaad,791
4,,1601,جلوان,jelvan,4
2,,4033,جلیل آباد,jalil-abad,904
4,,1013,جلیلی,jalili,1
2,,1981,جلین,jelin,897
2,,1757,جم,jam,900
4,,2171,جماران,jamaran-rasht,12
4,,44,جماران (نیاوران),jamaran,1
4,,2861,جمال آباد,jamal-abad-shiraz,6
4,,2297,جمال آباد,jamal-abad,30
4,,204,جمال‌زاده,jamalzadeh,1
4,,2661,جمکران,jamkaran,8
4,,94,جمهوری,jomhouri,1
4,,2123,جمهوری,jomhuri,746
4,,3157,جمهوری,jomhuri-nishabur,318
4,,4612,جمهوری,jomhouri-shiraz,6
4,,551,جمهوری (شیراز),jomhouriblvd,6
2,,3954,جناح,janah,894
4,,1175,جنت,jannat,3
2,,2702,جنت,jannat-city,898
4,,3191,جنت,jannat-sabzevar,316
2,,2961,جنت آباد,janat-abad,880
4,,148,جنت‌آباد جنوبی,south-janat-abad,1
4,,145,جنت‌آباد شمالی,north-janat-abad,1
4,,146,جنت‌آباد مرکزی,central-janat-abad,1
2,,2962,جنگل,jangal,880
4,,1463,جنیران,janiran,4
4,,1471,جنیران (لادان),ladan-isfahan,4
4,,933,جهاد,jahad,1
4,,2160,جهاد,jihad,12
4,,3210,جهاد کشاورزی,jehad-keshavarzi,316
4,,2584,جهان بینی,jahan-bini,8
4,,572,جهان‌شهر,jahanshahr,2
4,,2058,جهانگانی,jahangani,708
2,,808,جهرم,jahrom,898
2,,1718,جوادآباد,javadabad,904
4,,265,جوادیه,javadiyeh,1
4,,450,جوادیه,tabarsi,3
4,,1268,جوادیه,javadiyeh-shiraz,6
4,,947,جوادیه تهرانپارس,javadiyeh-tehran-pars,1
4,,3193,جوادیه شرقی,javadiyeh-sharqi,316
4,,3205,جوادیه غربی,javadiyeh-gharbi,316
2,,820,جوانرود,javanrud,905
4,,156,جوانمردان (اندیشه),andisheh,1
4,,231,جوانمرد قصاب,javanmard-e-ghasab,1
4,,4042,جوانمرد قصاب,javanmard-ghassab,1763
2,,2700,جوزار,jouzar,898
4,,2430,جوزدان,jouzdan,31
4,,1492,جوزدان الیادران,jowzdan-elyadaran,4
2,,4039,جوقین,joqin,904
2,,4001,جوکار,jowkar,899
4,,2033,جوکندان,jokandan,829
2,,3641,جونقان,joneghan,903
2,,834,جویبار,juybar,893
4,,1455,جویباره,juybareh,4
4,,2625,جوی شور,juy-shur,8
2,,2705,جویم,juyom,898
2,,2963,جوین,jovin,880
4,,196,جی,jey,1
4,,657,جیحون,jeyhoun,1
2,,816,جیرفت,jiroft,877
2,,1850,جیرنده,jirandeh,889
4,,1497,جی شیر,jey-Shir,4
2,,864,چابکسر,chaboksar,889
2,,747,چابهار,chabahar,883
2,,2964,چاپشلو,chapeshlu,880
2,,2206,چادگان,chaadgaan,890
2,,3534,چاراویماق,charavimaq,891
2,,3886,چاروسا,charusa,887
2,,1686,چاف و چمخاله,chaf-chamkhale,889
2,,3539,چالدران,chaldaran,881
2,,835,چالوس,chalus,893
4,,3333,چاه بلند,chah-boland,318
2,,3847,چاه داد خدا,chah-dad-khoda,877
4,,3096,چاهشک,chaheshk,3
2,,4010,چاهک,chaahak,886
2,,3631,چاه مبارک,chah-mobarak,900
2,,3850,چاه مرید,chah-morid,877
2,,2706,چاه ورز,chah-varz,898
2,,3823,چترود,chatroud,877
2,,3895,چرام,charam,887
4,,1487,چرخاب,charkhab,4
2,,3605,چرداول,chardavol,888
4,,1480,چشمه باقرخان,cheshmeh-bagherkhan,4
4,,2859,چشمه سید صفری,cheshme-seyed-safari,6
2,,3633,چغادک,chaghadak,900
2,,3912,چگنی,chegni,884
4,,1911,چله خانه,cheleh-khaneh,12
4,,1908,چمارسرا,chomaar-saraa,12
4,,3331,چمبران,chambran,318
4,,4402,چمران,chamran-karaj,2
2,,1782,چمران,chamran-town,902
4,,2442,چمران,chamran,1744
2,,1694,چمستان,chamestan,893
4,,1099,چمن,chaman,2
2,,1732,چناران,chenaran,880
4,,4391,چنارک,chenark,2
2,,2221,چنارود,chenarood,890
4,,1255,چنچنه,chencheneh,6
2,,3813,چنگ الماسی,chang-almasi,885
4,,3437,چنیبه پایین,chanibeh-payin,7
4,,3444,چنیبه علیا,chenibeh-bala,7
4,,2652,چهار امامزاده,chahar-emamzadeh,8
4,,1211,چهارباغ,charbagh,3
2,,1740,چهارباغ,charbagh-alborz,895
2,,3540,چهاربرج,chaharborj-city,881
4,,3071,چهاربرج,chaharborj,3
4,,1119,چهارچشمه,shahrak-e-chahar-cheshmeh,3
2,,3498,چهاردانگه (آذربایجان),chahar-dangeh-city,891
2,,782,چهاردانگه (تهران),chahar-dangeh,904
2,,3815,چهاردولی,chahardoli,885
4,,3274,چهارراه خواف,chaharrah-khaf,1776
4,,3212,چهارراه فرودگاه,salman-e-farsi-chahar-rah-forudgah,316
4,,1893,چهارراه گلسار,charrah-golsaar,12
4,,1083,چهارصد دستگاه,chaharsad-dastgah-karaj,2
4,,3413,چهارصد دستگاه,chaharsad-dastgah-ahvaz,7
4,,251,چهارصد دستگاه,charsad-dastgah,1
4,,2099,چهارفریضه,chaharfarize,708
4,,629,چهار مردان,enqelab-ghom,8
4,,2590,چهل اختران,chehel-akhtaran,8
4,,2587,چهل درخت‎,chehel-derakht,8
4,,1220,چهنو,chahnou,3
2,,3614,چوار,chavar,888
4,,4160,چوب تراش,chub-tarash,1
2,,1844,چوبر,chobar,889
2,,3705,چورزق,churzegh,879
4,,1375,چوگیاه‎,chogiah,6
2,,3901,چیتاب,chitab,887
4,,306,چیتگر جنوبی,chitgar,1
4,,4136,چیتگر شمالی,chitgar-shomali,1
4,,4064,چیچکلو,chichaklu,29
4,,63,چیذر,chizar,1
4,,2283,حاج جمال,haj-jamal,30
4,,2603,حاج خلیل,haj-khalil,8
4,,2586,حاج زینل,haj-zeinal,8
2,,3948,حاجی آباد,haji-abad-city,894
4,,4547,حاجی آباد,hajiabad-shahin-shahr,1744
4,,1912,حاجی آباد,haaji-abad,12
4,,4436,حاجی آباد,hajiabad,2
4,,2119,حاجی آباد,haji-abad,746
2,,3549,حاجیلار,hajilar,881
4,,3322,حاجی یار‎,haji-yar,1776
4,,3315,حافظ,hafez-torbat-jam,791
4,,3053,حافظ,hafez,3
4,,1926,حافظ آباد,hafez-abad,12
4,,2469,حافظ جنوبی,hafez-jonubi,1744
4,,2440,حافظ شمالی,hafez-shomali,1744
4,,952,حافظیه,hafezie,1
4,,1384,حافظیه,hafeziyeh,6
2,,2222,حبیب آباد,habib-abaad,890
4,,4161,حبیب الله,habibollah,1
4,,3061,حجاب (شهرک غرب),hejab,3
4,,1163,حجت,majd,3
4,,1341,حجت آباد,hojat-abad,6
4,,509,حر,atlasi,6
4,,282,حر,hor-square,1
4,,474,حرم مطهر رضوی,holyshrine,3
4,,2102,حزین,hozin,746
4,,3081,حسابی جنوبی (شهرک غرب),hesabi-jonoubi,3
4,,99,حسن‌آباد,hassan-abad,1
4,,1089,حسن آباد,shahrak-imam-reza,2
2,,2703,حسن آباد,hasanabad-city,898
4,,2241,حسن آباد,hasanabad,30
4,,2852,حسن آباد,hasan-abad,6
4,,216,حسن‌آباد باقرفر,hasan-abad-baqer-far,1
4,,4471,حسن آباد سالم,hasanabad-salem,774
4,,4294,حسنک,hasanak,1761
4,,3016,حسنی بالا,hasani-bala,1776
4,,645,حسین‌آباد,hoseinabad,4
4,,1044,حسین‌آباد,hosseinabad,2
4,,1203,حسین‌آباد,hoseynabad,3
4,,1025,حسین‌آباد,tehran-hosein-abad,1
4,,4472,حسین‌آباد,hoseynabad-nazarabad,774
4,,1902,حسین آباد,hosein-abad,12
2,,3812,حسین آباد,hosein-abad-city,885
4,,4351,حسین آباد (اکبر آباد),hoseynabad-akbarabad,2
4,,3332,حسین آباد جدید,hoseinabad-jadid,318
4,,130,حشمتیه,heshamatiyeh,1
4,,4439,حصار,hesar,2
4,,4103,حصار امیر,hesar-amir,1760
4,,942,حصار بوعلی,hesar-booali,1
4,,4261,حصار ساتی,hesar-sati,1759
4,,4444,حصار سرجوب,hesar-sarjoob,2
4,,919,حصارک,tehran-hesarak,1
4,,579,حصارک بالا,hesarak,2
4,,4536,حصارک پایین,hesarak-payin,2
4,,4197,حصار مهتر,hesar-mehtar,1765
4,,1602,حصه جنوبی,hesse-jonoobi,4
4,,2373,حصه شمالی,hesse-shomaali,4
4,,364,حصیرآباد,hasirabad,7
4,,1138,حضرت حجت,hojjat,3
4,,2675,حقیقت,haghighat,8
4,,3348,حقیه,haghieh,318
4,,931,حکمت,hekmat,1
4,,2674,حکمت شمالی,hekmat-shomali,8
4,,4215,حکیم آباد,hakim-abad,1765
4,,121,حکیمیه,hakimiyeh,1
2,,3706,حلب,halab,879
4,,2634,حمام تالار,hammam-talar,8
4,,985,حمزه‌آباد,hamzeh-abad,1
4,,4049,حمزه‌آباد,hamzeabad,1763
2,,871,حمیدیا,hamidia,886
4,,1925,حمیدیان,hamidiyan,12
2,,1784,حمیدیه,hamidiyeh,902
4,,4523,حمیدیه,hamidiyeh-hashtgerd,1754
2,,3884,حمیل,hamil,905
2,,2704,حنا,hanna,898
4,,635,حنیف نژاد,beheshti,8
2,,3854,حور,hoor,877
4,,2199,حومه رشت,hume-rasht,12
4,,4578,حومه شیراز,houme-shiraz,6
4,,4545,حومه نجف آباد,home-najafabad,31
2,,1847,حویق,haviq,889
4,,1070,حیدرآباد,hyderabad,2
4,,3228,حیدرآباد,heyderabad,1776
4,,3100,حیدرآباد,heydarabad,3
2,,4011,خاتم,khatam,886
4,,3078,خاتم الانبیا,khatam-al-anbia,3
4,,1564,خاتون‌آباد,khatoonabad,4
4,,4101,خاتون آباد,khatoon-abad,1760
2,,3634,خارک,khark,900
2,,3635,خارکو,kharku,900
2,,3508,خاروانا,kharvana,891
2,,1785,خاش,khash,883
4,,948,خاک سفید,khak-sefid,1
4,,2585,خاکفرج,khakfaraj,8
4,,2130,خالو باغ,khalu-bagh,746
2,,1980,خان ببین,khan-bin,897
2,,3656,خانمیرزا,khanmirza,903
4,,381,خانه اصفهان,khaneesfahan,4
4,,2470,خانه کارگر,khane-kargar,1744
4,,255,خانی‌آباد,khani-abad,1
4,,989,خانی آباد نو جنوبی,khani-abad-no,1
4,,4137,خانی آباد نو شمالی,khaniabad-no-shomali,1
4,,1017,خاوران,khavaran,1
2,,4027,قیامدشت - خاورشهر,khavaran-city,904
2,,3905,خاوه,khaveh,884
2,,3805,خاو و میرآباد,khav-va-mirabad,885
2,,3838,خبر,khabar,877
4,,4546,خبرنگار,khabarnegar-shahin-shahr,1744
4,,2157,خبرنگار,khabarnegar,12
2,,3689,تیتکانلو,khobushan,896
2,,3499,خدا آفرین,khoda-afarin,891
4,,2663,خداکرم,khodakaram,8
2,,2751,خرامه,kherameh,898
2,,4012,خرانق,kharanaq,886
4,,2148,خرسندی,khorsandi,12
2,,3927,خرقان,kharghan,901
4,,1599,خرم,khoram,4
2,,27,خرم‌آباد,khorramabad,884
4,,3371,خرم آباد,khorram-abad,3
2,,2005,خرم‌آباد (تنکابن),khoram-abad,893
2,,2752,خرم بید,khorram-bid,898
2,,803,خرمدره,khorramdarreh,879
2,,3790,خرمدشت,khorramdasht-city,878
4,,2359,خرمدشت,khorramdasht-kashan,30
4,,588,خرمدشت,khorramdasht,2
4,,476,خرمشهر,adlekhomeinisquare,3
2,,799,خرمشهر,khorramshahr,902
4,,999,خرمشهر,salamat,1
4,,2291,خزاق,khazzaq,30
4,,253,خزانه,khazaneh,1
2,,4000,خزل,khezel,899
4,,4466,خسروآباد,khosroabad,774
4,,3360,خسروجرد,khosrojerd,316
2,,3517,خسروشاه,khosrowshah,891
2,,2749,خشت,khesht,898
2,,1689,خشکبیجار,khoshkbijar,889
2,,4013,خضر آباد,khezr-abaad,886
4,,3137,خط کاشمر,khat-kashmar,318
2,,2750,خفر,khafr,898
4,,4332,خلازیر,khalazir,1
4,,4435,خلج آباد,khalajabad,2
4,,1536,خلجا,khalaja,4
2,,2571,خلجستان,khalajestan,892
2,,772,خلخال,khalkhal,906
4,,544,خلدبرین,kholbarin,6
4,,3365,خلق آباد سفلی,khalqabad-sofla,3
