type,cities_count,id,name,slug,parent
4,,3099,سیلو,silu,3
4,,1251,سیلو,siloo,6
2,,3553,سیلوانه,silvaneh,881
4,,3276,سیلوی گندم,siloy-gandom,1776
4,,4330,سیمای ایران,simaye-iran,1
4,,2066,سی متری,si-metri,708
4,,4415,سی متری صنعتکاران,si-metri-sanatkaraan,2
4,,4059,سیمرغ,simorgh,29
2,,2728,سیمکان,simakan,898
2,,2006,سیمین شهر,simin-shahr,897
2,,3554,سیمینه,simineh,881
4,,534,سینما سعدی,sadicinema,6
2,,3509,سیه رود,siah-rud,891
2,,3600,سیوان,sivan,888
4,,2769,شاپورجان,shapurjan,6
2,,3664,شاخنات,shakhnat,876
4,,3295,شاد,shad,791
4,,189,شادآباد,shadabad,1
4,,2583,شاد قلی,shad-gholi,8
2,,1780,شادگان,shadeghan,902
4,,656,شادمان,shadman,1
2,,2982,شادمهر,shadmehr,880
2,,3533,شادیان,shadian,891
4,,957,شارق,east-shareq,1
2,,1825,شازند,shazand,901
2,,3671,شاسکوه,shaskouh,876
4,,4310,شاطره,shatareh,29
4,,2097,شاکوچه,shakucheh,708
2,,1796,شال,shal,878
4,,1887,شالکو,shalkou,12
4,,2075,شالیور,shaliur,708
2,,2983,شامکان,shamkan,880
2,,1994,شاندرمن,shanderman,889
2,,1775,شاندیز,shandiz-city,880
4,,487,شاندیز,shandiz,3
4,,2078,شانگهای پرده,shanghai-pardeh,708
4,,634,شاه ابراهیم,kashani,8
4,,2622,شاه احمد قاسم,shah-ahmad-ghasem,8
4,,1467,شاه پسند,mohammad-taher,4
4,,2802,شاهجیان,shahjian,6
4,,1365,شاهچراغ,eshagh-beyg,6
4,,3341,شاهد,shahed-torbat-jam,791
4,,972,شاهد,shahed,1
4,,2307,شاهد,shahed-kashan,30
4,,1451,شاهد,shahed-esfahan,4
2,,1713,شاهدشهر,shahedshahr,904
4,,3021,شاهد (شهرک غرب),shahed-mashhad,3
2,,707,شاهرود,shahrud,882
2,,3581,شاهرود (اردبیل),shahrood,906
4,,1521,شاهزاده ابراهیم,shahzade-ebrahim,4
4,,1479,شاهزید,shahzyed,4
4,,2582,شاه سید علی,shah-seyyed-ali,8
4,,1282,شاه قلی بیگی,shah-gholi-beigi,6
2,,3989,شاهنجرین,shahenjarin,899
2,,3869,شاهو,shaho,905
4,,147,شاهین,shahin,1
2,,858,شاهین دژ,shahin-dej,881
4,,379,شاهین‌شهر,shahinshahr,4
2,,1744,شاهین‌شهر,shahin-shahr,890
4,,570,شاهین‌ویلا,shahinvilla,2
2,,3913,شاهیوند,shahivand,884
4,,3034,شایه,shaaeh,3
2,,3603,شباب,shabab,888
2,,3620,شبانکاره,shabankareh,900
2,,3503,شبستر,shabestar,891
4,,1004,شبیری,shabiri,1
4,,4205,شترخوار,shotorkhvar,1765
4,,3384,شترک,shotarak,3
2,,3987,شراء,shara,899
4,,3209,شرق کال جنوبی (شمس آبادی),shargh-kal-jonoubi-shams-abadi,316
4,,3223,شرق کال شمالی,shargh-kal-shomali,316
4,,3208,شرق کال عیدگاه,shargh-kal-eidgah,316
4,,3222,شرق کال میانی,shargh-kal-miani,316
4,,2555,شریعتی,shariati-najaf-abad,31
4,,3134,شریعتی,shariati-nishabur,318
4,,2300,شریعتی,shariati,30
4,,365,شریعتی جنوبی,shariatijonoobi,7
4,,2549,شریعتی غربی,shariati-gharb,31
4,,1131,شریف,sattari,3
2,,4026,شریف‌آباد,sharif-abad-city,904
4,,1333,شریف‌آباد,sharif-abad,6
4,,637,شریف‌آباد,sharifabad,1
2,,2984,ششتمد,sheshtamad,880
2,,2729,ششده و قره بلاغ,sheshdeh-va-qareh-bolagh,898
2,,2985,ششطراز,sheshtaraz,880
4,,1047,شعبان‌آباد,shabanabad,2
4,,1151,شفا,shafa,3
2,,1813,شفت,shaft,889
4,,1581,شفق,shafagh,4
4,,2103,شقایق,shaqayeq,746
4,,2196,شکار اسطلخ,shekar-estalakh,12
4,,969,شکوفه,shokoofeh,1
4,,4165,شکوفه (عبدل آباد),shokufe-abdol-abad,1
4,,973,شکیبا,saheb-al-zaman,1
2,,1845,شلمان,shelman,889
4,,125,شمس‌آباد,shams-abad,1
4,,3350,شمس آباد,shams-abad-mashhad,3
4,,2396,شمس آباد,shams-abad-esfahan,4
4,,2251,شمس آبادی,shams-abadi,30
2,,1717,شمشک,shemshak,904
4,,915,شمشیری,shamshiri,1
4,,106,شمیران‌نو,shemiran-no,1
2,,3961,شمیل,shamil,894
2,,3625,شنبه و طسوج,shanbeh-va-tasuj,900
4,,4052,شهادت,shahadat-rey,1763
4,,977,شهادت,shahadat,1
4,,2242,شهدا,shohada-kashan,30
4,,624,شهدا,police,8
4,,3207,شهدا,shohada-sabzevar,316
4,,3241,شهدا,shohada-torbat-heydariyeh,1776
4,,2565,شهدا,shohada-najaf-abad,31
2,,3830,شهداد,shahdad,877
4,,3480,شهدای انتظامی,shohaday-e-entezami,7
4,,4606,شهدای شهرک سعدی,shohada-shahrak-saadi,6
4,,2532,شهدای غربی,shohadaye-gharbi,31
4,,3031,شهرآباد,shahrabaad,3
2,,2986,شهرآباد,shahrabad,880
4,,1117,شهرآرا,shahrara-mashhad,3
4,,3144,شهرآرا,shahrara,318
4,,202,شهرآرا,sharara,1
4,,152,شهران جنوبی,south-shahran,1
4,,151,شهران شمالی,north-shahran,1
2,,3819,شهر بابک,shahr-babak,877
4,,576,شهر جدید اندیشه,andishehnewcity,2
4,,4570,شهر جدید گلبهار,shahr-jadid-golbahar,1773
4,,2091,شهرداری,shahrdari,708
4,,4223,شهرری,shahrerey,1763
4,,155,شهر زیبا,shahr-e-ziba,1
4,,1496,شهرستان,shahrestan,4
4,,4210,شهرستانک,shahrestanak,1765
4,,4397,شهر صنعتی,shahr-sanati,2
4,,4619,شهر صنعتی انزلی,shahr-sanati-anzali,708
2,,2200,شهرضا,shahreza-city,890
4,,411,شهرضا,shahreza,4
4,,2594,شهر قائم,shahr-ghaaem,8
4,,4267,شهر‌قدس,shahr-ghods,1758
4,,4381,شهرک ۱۱۰,shahrak-110,1751
4,,2352,شهرک ۲۲ بهمن,shahrak-22-bahman,30
4,,2052,شهرک 29 فروردین نیروی دریایی,shahrak-29-farvardin-niroy-daryaee,708
4,,4505,شهرک آپادانا,shahrak-apadana-hashtgerd,1754
4,,169,شهرک آپادانا,shahrak-e-apadana,1
4,,4138,شهرک آتی شهر,shahrak-ati-shahr,1
4,,4503,شهرک آرتیمان,shahrak-artiman,1754
4,,1270,شهرک آرین,arian-town,6
4,,4473,شهرک آزادگان,shahrak-azadegan-nazarabad,774
4,,3290,شهرک آزادگان,shahrak-azadegan,791
4,,164,شهرک آزادی,shahrak-e-azadi,1
4,,4163,شهرک آزمایش,shahrak-azmayesh-tehran,1
4,,2419,شهرک آزمایش,shahrak-azmayesh,4
4,,1072,شهرک آسمان,aseman-town,2
4,,180,شهرک آسمان,shahrak-e-aseman,1
4,,4483,شهرک آفتاب,shahrak-aftab,1754
4,,4191,شهرک آویشن,shahrak-avishan,783
4,,2186,شهرک آیت الله منتظری,shahrak-ayatollah-montazeri,12
4,,1040,شهرک ابریشم,abrisham,2
4,,259,شهرک ابوذر,shahrak-e-aboozar,1
4,,1239,شهرک ابوذر,shahrak-e-abuzar,3
4,,3182,شهرک ابوذر,shahrak-abuzar,316
4,,2189,شهرک احمد خمینی,shahrak-ahmad-khomeini,12
4,,4072,شهرک احمدیه,shahrak-ahmadiyeh,29
4,,4404,شهرک احمدیه‎,shahrak-ahmadiye,2
4,,4511,شهرک اداری,shahrak-edari,1754
4,,4239,شهرک اداری تندگویان,shahrak-edari-tandgoviyan,1759
4,,3166,شهرک اردسمان,shahrak-ardesman,318
4,,4382,شهرک ارم,shahrak-aram,1751
4,,4496,شهرک ارم شرقی,shahrak-aram-sharghi,1754
4,,4495,شهرک ارم غربی,shahrak-aram-gharb,1754
4,,1066,شهرک استادان,shahrak-ostadan,2
4,,175,شهرک استقلال,shaharak-e-esteqlal,1
4,,2778,شهرک استقلال,shahrak-esteghlal,6
4,,2077,شهرک اسحاقی,shahrak-eshaqi,708
4,,4364,شهرک اسکویی,shahrak-askuyi,1751
4,,4521,شهرک افشاریه,shahrak-afshariyeh,1754
4,,4527,شهرک اقدسیه,shahrak-aghdasieh,1754
4,,3438,شهرک اکباتان,shahrak-ekbatan,7
4,,1096,شهرک البرز,shahrak-alborz,2
4,,4359,شهرک البرز ۳,shahrak-alborz-3,2
4,,4278,شهرک الحدید,shahrak-alhadid,1761
4,,2179,شهرک الغدیر,shahrak-alqadir,12
4,,4147,شهرک المهدی,shahrak-almahdi-tehran,1
4,,4508,شهرک المهدی,shahrak-al-mahdi,1754
4,,4090,شهرک المهدی,shahrak-almahdi,1764
4,,4417,شهرک الهیه,shahrak-elahiye,2
4,,4062,شهرک الهیه,shahrak-eliyeh,29
4,,3440,شهرک الهیه,shahrak-elahiyeh-ahvaz,7
4,,4316,شهرک الهیه غرب,shahrak-elahiye-gharb,1
4,,2619,شهرک امام حسن,shahrak-emam-hasan,8
4,,2793,شهرک امام حسن,shahrak-emam-hasan-shiraz,6
4,,1604,شهرک امام حسین,shahrak-imam-hossein-isfahan,4
4,,2617,شهرک امام حسین,shahrak-emam-hosein,8
4,,1416,شهرک امام حسین,narenjestan,6
4,,4066,شهرک امام حسین (میان آباد),shahrak-emam-hossein-miyan-abad,29
4,,190,شهرک امام خمینی,shahrak-e-emamkhomeyni,1
4,,2383,شهرک امام خمینی,shahrak-emam-khomeyni,4
4,,4323,شهرک امام رضا,shahrak-emam-reza,1760
4,,4551,شهرک امام رضا,shahrak-emam-reza-shahin-shahr,1744
4,,4563,شهرک امام رضا (ع),shahrak-emam-reza-karaj,2
4,,2367,شهرک امام زمان,shahrak-emam-zaman,4
4,,4566,شهرک امام سجاد,shahrak-emam-sajjad,3
4,,2444,شهرک امام علی,shahrak-emam-ali,1744
4,,3063,شهرک امام هادی (شهرک غرب),shahrak-emam-hadi,3
4,,113,شهرک امید,shahrak-e-omid,1
4,,2471,شهرک امید,shahrak-omid-shahrak-bonyad-barekat,1744
4,,4433,شهرک امیر المومنین,shahrak-amir-ol-momenin,2
4,,2322,شهرک امیرالمومنین,shahrak-amiral-momenin,30
4,,271,شهرک امیرالمومنین,shahrak-e-amiralmomenin,1
4,,521,شهرک امیر کبیر,amirkabirblvd,6
4,,2346,شهرک امیرکبیر,shahrak-amirkabir,30
4,,4334,شهرک امیریه,shahrak-amiriyeh,1759
4,,4322,شهرک انبیا,shahrak-anbia,29
4,,3477,شهرک اندیشه,shahrak-andishe,7
4,,3124,شهرک اندیشه,shahrak-andisheh,318
4,,3184,شهرک اندیشه,shahrak-andisheh-sabzevar,316
4,,166,شهرک انصار,shahrak-e-ansar,1
4,,2324,شهرک انقلاب,shahrak-enghelab,30
4,,4102,شهرک انقلاب,shahrak-enghelab-pakdasht,1760
4,,596,شهرک اوج,owjtown,2
4,,1257,شهرک ایثار,shahrak-isar,6
4,,4500,شهرک ایران خودرو,shahrak-iran-khodro,1754
4,,4482,شهرک بار و بن,shahrak-bar-o-ban,1754
4,,2783,شهرک برف فروشان,shahrak-barf-forooshan,6
4,,3441,شهرک برق,shahrak-bargh-ahvaz,7
4,,1343,شهرک برق,shahrak-bargh,6
4,,4474,شهرک بزرگمهر,shahrak-bozorgmehr,774
4,,1272,شهرک بزین,bezin-town,6
4,,3105,شهرک بسیج,shahrak-basij,318
4,,2842,شهرک بسیجیان,shahrak-basijian,1788
4,,4168,شهرک بعثت,shahrak-baasat,1
4,,4518,شهرک بعثت,shahrak-besat,1754
4,,590,شهرک بنفشه,banafsheh,2
4,,1417,شهرک بهار,pay-kata,6
4,,4549,شهرک بهاران,shahrak-baharan,31
4,,4249,شهرک بهاران (ویره),shahrak-bahaaran-vireh,1759
4,,1238,شهرک بهارستان,baharestan-mashhad,3
4,,3132,شهرک بهارستان,shahrak-baharestan-nishabur,318
4,,1073,شهرک بهارستان,baharestan-industrial-town,2
4,,4441,شهرک بهداری,shahrak-behdari-karaj,2
4,,3110,شهرک بهداری,shahrak-behdari,318
4,,4498,شهرک بهشت,shahrak-behesht,1754
4,,536,شهرک بهشتی,shahrakebeheshti,6
4,,1266,شهرک بوتان,shahrak-bootan,6
4,,4494,شهرک بوستان,shahrak-bustan,1754
4,,4141,شهرک بوعلی,shahrak-booli,1
4,,4390,شهرک بیدارچشمه,shahrak-bidar-chashmeh,2
4,,2181,شهرک پارس خزر,shahrak-pars-khazar,12
4,,4507,شهرک پارسیان,shahrak-parsian-hashtgerd,1754
4,,2382,شهرک پارسیان,shahrak-parsian,4
4,,910,شهرک پاسداران,shahrak-pasdaran,1
4,,4501,شهرک پامچال,shahrak-pamchal,1754
4,,1269,شهرک پردیس,pardis-town,6
4,,2479,شهرک پردیس,shahrak-pardis,1744
4,,3138,شهرک پردیس,shahrak-pardis-nishabur,318
4,,4419,شهرک پردیسان,shahrak-pardisan-karaj,2
4,,4331,شهرک پردیسان,shahrak-pardisan-tehran,1
4,,2177,شهرک پردیسان,shahrak-pardisan,12
4,,159,شهرک پرواز,shahrak-e-parvaz,1
4,,542,شهرک پرواز,parvaztown,6
4,,3430,شهرک پیام,shahrak-payam,7
4,,4345,شهرک پیام (مهرالبرز),shahrak-payam-mehralborz,1752
4,,1409,شهرک ترکان,torkan,6
4,,2620,شهرک توانیر,shahrak-tavanir,8
4,,4061,شهرک توحید,shahrak-tohid,29
4,,3465,شهرک توسعه نیشکر,shahrak-tosee-neyshekar,7
4,,3106,شهرک جانبازان,shahrak-janbazan-nishabur,318
4,,2106,شهرک جانبازان,shahrak-janbazan,746
4,,4063,شهرک جانبازان,shahrak-janbazan-eslam-shahr,29
4,,1309,شهرک جماران,jamaran-shiraz,6
4,,3185,شهرک جهاد,shahrak-e-jehad,316
4,,4407,شهرک جهازیها,shahrak-jahaziha,2
4,,4424,شهرک جهان آرا,shahrak-jahan-ara,2
4,,1094,شهرک جهان‌نما,jahan-nama,2
4,,4516,شهرک جهان ویلا (درخشانیه),shahrak-jahan-vila-derakhshanieh,1754
4,,4354,شهرک چمران,shahrak-chamran,1752
4,,311,شهرک چیتگر,azad-shahr,1
4,,370,شهرک حفاری,shahrak-e-haffari,7
4,,2349,شهرک خاتم الانبیا (مسکن ملی کاشان),shahrak-khatamolanbia,30
4,,4442,شهرک خاتم النبیا,shahrak-khatam-ol-anbia,2
4,,4314,شهرک خرازی,shahrak-kharazi,1
4,,4616,شهرک خزر ویلا,shahrak-khazar-vila,708
4,,2677,شهرک خودرو,shahrak-khodro,8
4,,1344,شهرک دارایی,shahrak-daraie,6
4,,4565,شهرک دانش,shahrak-danesh-hashtgard,1754
4,,4270,شهرک دانش,shahrak-danesh,1758
4,,1032,شهرک دانشگاه,shahrak-daneshgahi,1
4,,337,شهرک دانشگاه,shahrakdaneshgah,7
4,,1033,شهرک دانشگاه تهران,shahrak-daneshgah-tehran,1
4,,1034,شهرک دانشگاه شریف,sharif,1
4,,4200,شهرک درخشان,shahrak-derakhshan,1765
4,,4429,شهرک دریا,shahrak-darya-karaj,2
4,,179,شهرک دریا,shahrak-e-darya,1
4,,4506,شهرک دریا,shahrak-darya-hashtgerd,1754
4,,4392,شهرک رازی (بنیاد),shahrak-razi-bonyad,2
4,,1052,شهرک رازی (حصارک),raazi-town,2
4,,428,شهرک رازی (شهرک غرب),ghasemabad,3
4,,4528,شهرک راه آهن,shahrak-rah-ahan-hashtgerd,1754
4,,4360,شهرک راه آهن,shahrak-rah-ahan,1751
2,,36,شهرکرد,shahrekord,903
4,,2463,شهرک ردانی پور,shahrak-radani-pour,1744
4,,3443,شهرک رزمندگان,shahrak-razmandegan,7
4,,3143,شهرک رسولی,shahrak-rasuli,318
4,,1307,شهرک رضوان,rezvan,6
4,,4432,شهرک رضوانیه,shahrak-rezvaniyeh,2
4,,3128,شهرک رضوی,shahrak-razavi,318
4,,245,شهرک رضویه,karevan,1
4,,4488,شهرک ریحانه,shahrak-reyhane,1754
4,,1515,شهرک زاینده رود,shahrak-zayandeh,4
4,,3154,شهرک زرگران,shahrak-zargaran,318
4,,122,شهرک زینبیه,zeynabeiyeh,1
4,,4607,شهرک زینبیه,shahrak-zeynabiyeh,6
4,,2668,شهرک سازمان آب,shahrak-sazman-ab,8
4,,4242,شهرک سازمانی ظفر,shahrak-sazmani-zafar,1759
4,,4058,شهرک سالور,shahrak-salor,29
4,,2347,شهرک سایپا,shahrak-saipa,30
4,,2478,شهرک سایت,shahrak-sait,1744
4,,4373,شهرک سپاه,shahrak-sepah,1751
4,,4408,شهرک سپهر,shahrak-sepehr,2
4,,517,شهرک سراج‎,seraj,6
4,,4604,شهرک سعدی,shahrak-saadi,6
4,,4067,شهرک سعیدیه,shahrak-saeediyeh,29
4,,2366,شهرک سلامت,shahrak-salaamat,4
4,,2107,شهرک سلمان فارسی,shahrak-salman-farsi,746
4,,1050,شهرک سهرابیه,shahrak-sohrabiyeh,2
4,,4524,شهرک سهیلیه,shahrak-soheylieh,1754
4,,4470,شهرک سید جمال الدین,shahrak-seyyed-jamal-eddin,774
4,,4240,شهرک شاهد,shahrak-shahed,1759
4,,257,شهرک شریعتی,shaharak-e-shariyati,1
4,,260,شهرک شریفی,shaharak-e-sharifi,1
4,,2592,شهرک شهرداری,shahrak-shahrdaari,8
4,,4564,شهرک شهرداری,shahrak-shahrdari-karaj,2
4,,4176,شهرک شهرداری,shahrak-shahrdari,1
4,,4434,شهرک شهید احسانی نژاد,shahrak-shahid-ehsani-nezhad,2
4,,1030,شهرک شهید باقری,shahrak-shahid-bagheri,1
4,,1198,شهرک شهید باهنر,bahonar-mashhad,3
4,,2403,شهرک شهید حاج میرزایی,shahrak-shahid-haj-mirzaei,4
4,,4361,شهرک شهید حسینی,shahrak-shahid-hosseini,1751
4,,2156,شهرک شهید رجایی,shahrak-shahid-rajaei,12
4,,944,شهرک شهید رجایی (کوی نوبنیاد),kuy-nobonyad,1
4,,3467,شهرک شهید عباس پور,shahrak-shahid-abbaspoor,7
4,,2187,شهرک شهید عباسپور,shahrak-shahid-abbaspur,12
4,,2147,شهرک شهید مفتح,shahrak-shahid-moftah,12
4,,1419,شهرک شهید منتظری,shahrak-shahid-montazeri,4
4,,3422,شهرک شهید میثمی,shahrak-shahid-meysami,7
4,,4396,شهرک شیخ سعدی,shahrak-sheikh-saadi,2
4,,1226,شهرک شیرین,Shahrak-e-Shirin,3
4,,4156,شهرک صادقیه,shahrak-sadeghieh,1
4,,2765,شهرک صادقیه,shahrak-sadeghiyeh,6
4,,2143,شهرک صبا,shahrak-saba,12
4,,4481,شهرک صبا سوله,shahrak-saba-soleh,1754
4,,2796,شهرک صدا و سیما,shahrak-seda-va-sima,6
4,,163,شهرک صدرا,azadi-sport-complex,1
4,,4561,شهرک صدف,shahrak-sadaf-karaj,2
4,,4094,شهرک صدف,shahrak-sadaf,1764
4,,2354,شهرک صنایع کارگاهی امیرکبیر,sanaye-karghaahi,30
4,,2195,شهرک صنعتی,shahrak-sanaati,12
4,,2466,شهرک صنعتی,shahrak-sanati,1744
4,,2775,شهرک صنعتی,shahrak-sanaati-shiraz,6
4,,4555,شهرک صنعتی اصفهان,shahrak-sanati-esfahan,1744
4,,2292,شهرک صنعتی امیرکبیر ۲,shahrak-sanati-amirkabir-2,30
4,,2364,شهرک صنعتی امیرکبیر (شاپور جدید),shahrak-sanati-amirkabir,4
4,,4422,شهرک صنعتی بهارستان,shahrak-sanati-baharestan,2
4,,4383,شهرک صنعتی بهارستان فاز ۲,shahrak-sanati-baharestan-faz-2,2
4,,4199,شهرک صنعتی پاسارگاد,shahrak-sanati-pasargad,1765
4,,4201,شهرک صنعتی پرند,shahrak-sanati-parand,1765
4,,3097,شهرک صنعتی توس,shahrak-sanati-toos,3
4,,2294,شهرک صنعتی جعفرآباد ۱,shahrak-sanati-jafarabad-1,30
4,,4552,شهرک صنعتی جی,shahrak-sanati-ji,4
4,,4081,شهرک صنعتی چیچکلو,shahrak-sanati-chichaklu,29
4,,3320,شهرک صنعتی خاوران,shahrak-sanati-khavaran,316
4,,4112,شهرک صنعتی خرمدشت فاز ۷,shahrak-sanati-khorramdash-faz-7,1767
4,,4309,شهرک صنعتی خیرآباد,shahrak-sanati-kheirabad,1762
4,,4082,شهرک صنعتی درودگران,shahrak-sanati-doroodgaran,29
4,,4203,شهرک صنعتی ده‌حسن,shahrak-sanati-deh-hasan,1765
4,,2305,شهرک صنعتی راوند,shahrak-sanaati-ravand,30
4,,4145,شهرک صنعتی زاگرس,shahrak-sanati-zagros,1758
4,,4202,شهرک صنعتی زواره‌ای,shahrak-sanati-zavaraei,1765
4,,4457,شهرک صنعتی زیبادشت,shahrak-sanati-zibadasht,1752
4,,4219,شهرک صنعتی سبلان,shahrak-sanati-sabalan,1765
4,,4463,شهرک صنعتی سپهر,shahrak-sanati-sepehr,774
4,,4379,شهرک صنعتی سیمین دشت,shahrak-sanati-simin-dasht,1751
4,,3495,شهرک صنعتی شماره ۳,shahrak-sanati-shomare-3,7
4,,3492,شهرک صنعتی شماره 4,shahrak-sanati-shomare-4,7
4,,2850,شهرک صنعتی شیراز,shahrak-sanati-shiraz,6
4,,4216,شهرک صنعتی صباشهر,shahrak-sanati-sabashahr,1765
4,,2353,شهرک صنعتی فتح المبین,shahrak-sanati-fatholmobin,30
4,,3025,شهرک صنعتی فرودگاه,shahrak-sanati-foroodgah,316
4,,4293,شهرک صنعتی قرچک,shahrak-sanati-gharchak,1761
4,,4277,شهرک صنعتی کارا,shahrak-sanati-kara,1761
4,,4111,شهرک صنعتی کمرد,shahrak-sanati-kamard,1767
4,,2330,شهرک صنعتی کویر,shahrak-sanaati-kavir,30
4,,4269,شهرک صنعتی گلگون,shahrak-sanati-golgun,1758
4,,3372,شهرک صنعتی مشهد,shahrak-sanati-mashhad,3
4,,4550,شهرک صنعتی منتظریه,shahrak-sanati-montazariyeh,31
4,,4554,شهرک صنعتی مورچه خورت,shahrak-sanati-murchekhort,1744
4,,2402,شهرک صنعتی مولانا,shahrak-sanati-molana,4
4,,2513,شهرک صنعتی نجف آباد,shahrak-sanaati-najafabaad,31
4,,4544,شهرک صنعتی نجف آباد ۲,shahrak-sanati-najafabad-2,31
4,,4208,شهرک صنعتی نصیرآباد,shahrak-sanati-nasirabad,1765
4,,4357,شهرک صنعتی نور,shahrak-sanati-nur,1751
4,,4529,شهرک صنعتی هشتگرد,shahrak-sanati-hashtgerd,1754
4,,187,شهرک طالقانی,shahrak-e-taleghani,1
4,,2650,شهرک طالقانی,shahrak-talaghani,8
4,,4321,شهرک طالقانی,shahrak-taleghani,29
4,,4562,شهرک طالقانی,shahrak-taleghani-karaj,2
4,,4329,شهرک طلائیه,shahrak-talaeiyeh,1761
4,,1064,شهرک ظفر,shahrak-zafar,2
4,,4241,شهرک عباس پور,shahrak-abbaspour,1759
4,,1263,شهرک عرفان,shahrak-erfan,6
4,,4339,شهرک علم و فناوری,shahrak-elm-va-fanavari,1
4,,1075,شهرک علی ابن ابیطالب (کوثر),shahrak-ali-ebn-abitaleb,2
4,,78,شهرک غرب,shahrak-e-gharb,1
4,,307,شهرک غزالی,shahrak-e-ghazali,1
4,,2618,شهرک فاطمیه,shahrak-fatemiye,8
4,,4306,شهرک فاطمیه,shahrak-fatemiye-varamin,1762
4,,1293,شهرک فجر,fajr-town,6
4,,4308,شهرک فجر,shahrak-fajr,1762
4,,185,شهرک فردوس (حسینی),shahrak-e-ferdows,1
4,,4268,شهرک فرزان,shahrak-farzan,1758
4,,1305,شهرک فرزانگان,farzanegan,6
4,,4537,شهرک فرهنگیان,shahrak-farhangian-hashtgerd,1754
4,,1308,شهرک فرهنگیان,farhangian-shiraz,6
4,,1507,شهرک فرهنگیان,farhangiyan-town,4
4,,4075,شهرک فرهنگیان,shahrak-farhanghiyan,29
4,,2343,شهرک فرهنگیان,shahrak-farhangiiaan,30
4,,911,شهرک فرهنگیان,shahrak-farhangian,1
4,,4475,شهرک فرهنگیان,shahrak-farhangiyan-nazarabad,774
4,,1088,شهرک فرهنگیان,kuy-farhangian-karaj,2
4,,3113,شهرک فرهنگیان,shahrak-farhangian-nishabur,318
4,,2116,شهرک فرهنگیان,shahrak-farhangiyan,746
4,,1084,شهرک فهمیده,shahrake-fahmideh,2
4,,3112,شهرک فیروزه,shahrak-firoozeh,318
4,,4068,شهرک قائمیه,shahrak-ghaemieh,29
4,,2141,شهرک قدس,shahrak-qods,12
4,,4542,شهرک قدس,shahrak-ghods-esfahan,4
4,,614,شهرک قدس,qods,8
4,,3109,شهرک قدس,shahrak-ghods,318
4,,1295,شهرک قمشه,qasre-qomsheh,6
4,,1443,شهرک کاوه,shahrak-kaveh,4
4,,4438,شهرک کوثر,shahrak-kowsar-karaj,2
4,,4093,شهرک کوثر,shahrak-kowsar-andishe,1764
4,,1335,شهرک کوثر,bonakdaran,6
4,,1425,شهرک کوثر,shahrak-kowsar,4
4,,4519,شهرک کوثر,shahrak-kowsar-hashtgerd,1754
4,,1327,شهرک کوشکک,koshkek,6
4,,140,شهرک کوهسار,shahrak-e-koohsar,1
4,,4352,شهرک کیوانیه(معراج),shahrak-keyvanie-meraj,2
4,,4502,شهرک گلخانه,shahrak-golkhane,1754
4,,540,شهرک گلدشت حافظ‎,goldashthafez,6
4,,1262,شهرک گلدشت محمدی,goldasht-mohammadi,6
4,,2449,شهرک گلدیس,shahrak-goldis,1744
4,,502,شهرک گلستان,golestan,6
4,,1276,شهرک گلستان شمالی,north-shahrak-golestan,6
4,,4591,شهرک گلشن,shahrak-golshan,6
4,,2408,شهرک گل نرگس,shahrak-gol-narges,4
4,,50,شهرک گلها,shahrak-golha,1
4,,4291,شهرک گلها,shahrak-golha-gharchak,1761
4,,1321,شهرک گلها,shahrak-golha-shiraz,6
4,,4493,شهرک گلها,shahrak-golha-hashtgerd,1754
4,,4365,شهرک گلها,shahrak-golha-fardis,1751
4,,4184,شهرک گلها (تهرانسر),shahrak-golha-tehransar,1
4,,4535,شهرک لاله,shahrak-lale,2
4,,4069,شهرک لاله,shahrak-laleh,29
4,,3057,شهرک لشکر (شهرک غرب),shahrak-lashkar,3
4,,4420,شهرک مترو,shahrak-metro,2
4,,3429,شهرک محلاتی,shahrak-mahallati-ahvaz,7
4,,51,شهرک محلاتی,shahrak-e-mahalati,1
4,,4071,شهرک محمدیه,shahrak-mohamadiyeh,29
4,,1297,شهرک مخابرات,shahrak-e-mokhaberat,6
4,,4170,شهرک مخابرات,shahrak-mokhaberat,1
4,,4305,شهرک مدرس,shahrak-modarres,1762
4,,1303,شهرک مدرس,shahrak-modares,6
4,,4091,شهرک مریم,shahrak-maryam,1764
4,,4246,شهرک مصطفی خمینی,shahrak-mostafa-khomeyni,1759
4,,4078,شهرک مصطفی خمینی,shahrak-mostafa-khomeini,29
4,,3047,شهرک مطهری,shahrak-motahhari,3
4,,2446,شهرک مطهری,shahrak-motahari,1744
4,,554,شهرک مطهری,motahharitown,6
4,,3293,شهرک معلم,shahrak-moallem,791
4,,2767,شهرک مفتح,shahrak-mofatteh,6
4,,4080,شهرک مفیدی,shahrak-mofidi,29
4,,2464,شهرک منازل چوبی,shahrak-manazel-choubi,1744
4,,1304,شهرک مهدی‌آباد,shahrak-mahdiabad,6
4,,2580,شهرک مهدیه,shahrak-mahdiye,8
4,,4070,شهرک مهدیه,shahrak-mahdiyeh,29
4,,1426,شهرک مهدیه,shahrak-mahdieh,4
4,,2832,شهرک مهدیه,shahrak-mahdieh-marvdasht,1788
4,,1313,شهرک مهدیه,mahdiyeh,6
4,,2667,شهرک مهدیه (مدرس),shahrak-mahdieh-shahid-jafari,8
4,,1202,شهرک مهر آباد,mehrabad,3
4,,3051,شهرک مهرگان,shahrak-mehregan,3
